,ID,Name,State,avg_temp,max_temp,min_temp,precipitation,fips
2340,SD-025,Clark County,South Dakota,43.2,53.9,32.5,127.25,45043
2341,SD-027,Clay County,South Dakota,47.7,58.5,36.9,139.03,45045
2342,SD-029,Codington County,South Dakota,42.2,52.6,31.9,133.88,45047
2343,SD-031,Corson County,South Dakota,43.8,56,31.5,92.03,45049
2344,SD-033,Custer County,South Dakota,45.8,58.4,33.2,98.19,45051
2345,SD-035,Davison County,South Dakota,46.1,57.6,34.7,128.18,45053
2346,SD-037,Day County,South Dakota,41.9,52.4,31.5,117.13,45055
2347,SD-039,Deuel County,South Dakota,42.8,52.7,33,143.08,45057
2348,SD-041,Dewey County,South Dakota,45.1,57.2,33,92.74,45059
2349,SD-043,Douglas County,South Dakota,47.2,58.5,35.9,131.15,45061
2350,SD-045,Edmunds County,South Dakota,43,54.3,31.7,95.55,45063
2351,SD-047,Fall River County,South Dakota,47.4,61.4,33.5,84.66,45065
2352,SD-049,Faulk County,South Dakota,43.6,54.9,32.4,102,45067
2353,SD-051,Grant County,South Dakota,43.2,53.6,32.9,133.04,45069
2354,SD-053,Gregory County,South Dakota,48.1,59.5,36.8,129.63,45071
2355,SD-055,Haakon County,South Dakota,46.7,59.7,33.6,85.39,45073
2356,SD-057,Hamlin County,South Dakota,42.9,53.5,32.3,138.64,45075
2357,SD-059,Hand County,South Dakota,44.7,56,33.5,115.5,45077
2358,SD-061,Hanson County,South Dakota,45.9,57.2,34.7,127.24,45079
2359,SD-063,Harding County,South Dakota,44.6,57.7,31.4,77.17,45081
2360,SD-065,Hughes County,South Dakota,46.3,58.5,34.1,93.8,45083
2361,SD-067,Hutchinson County,South Dakota,47.1,58.1,36.2,133.62,45085
2362,SD-069,Hyde County,South Dakota,44.5,56.2,32.9,104.07,45087
2363,SD-071,Jackson County,South Dakota,47.8,60.7,34.9,95.29,45089
2364,SD-073,Jerauld County,South Dakota,45.3,56.5,34,117.99,45091
2365,SD-075,Jones County,South Dakota,47.4,59.8,34.9,96.7,46003
2366,SD-077,Kingsbury County,South Dakota,44,54.8,33.2,135.66,46005
2367,SD-079,Lake County,South Dakota,44.5,54.9,34.1,135.44,46007
2368,SD-081,Lawrence County,South Dakota,43.1,55.5,30.6,121.52,46009
2369,SD-083,Lincoln County,South Dakota,46.6,57.2,36,156.26,46011
2370,SD-085,Lyman County,South Dakota,47.4,59.6,35.3,110.42,46013
2371,SD-087,McCook County,South Dakota,46,56.8,35.3,132.06,46015
2372,SD-089,McPherson County,South Dakota,42,52.9,31,97.42,46017
2373,SD-091,Marshall County,South Dakota,41.5,51.7,31.4,116.53,46019
2374,SD-093,Meade County,South Dakota,46.2,59.2,33.2,88.51,46021
2375,SD-095,Mellette County,South Dakota,48.1,60.9,35.3,105.9,46023
2376,SD-097,Miner County,South Dakota,45.1,56,34.1,127.8,46025
2377,SD-099,Minnehaha County,South Dakota,46.1,56.6,35.7,142.69,46027
2378,SD-101,Moody County,South Dakota,44.4,54.5,34.3,145.76,46029
2379,SD-102,Oglala Lakota County,South Dakota,48.1,61.3,35,92.26,46031
2380,SD-103,Pennington County,South Dakota,46,58.8,33.2,94.16,46033
2381,SD-105,Perkins County,South Dakota,44.1,57,31.1,79.92,46035
2382,SD-107,Potter County,South Dakota,44.1,55.5,32.6,95.09,46037
2383,SD-109,Roberts County,South Dakota,42.9,53.3,32.6,124.12,46039
2384,SD-111,Sanborn County,South Dakota,45.5,57,34.1,122.71,46041
2385,SD-115,Spink County,South Dakota,44.5,55.8,33.1,111.28,46043
2386,SD-117,Stanley County,South Dakota,46.7,59.3,34.1,88.84,46045
2387,SD-119,Sully County,South Dakota,45.4,57.4,33.5,90.99,46047
2388,SD-121,Todd County,South Dakota,47.7,60.4,35.1,120.55,46049
2389,SD-123,Tripp County,South Dakota,48.2,60.6,35.8,116.07,46051
2390,SD-125,Turner County,South Dakota,47,57.6,36.4,141.59,46053
2391,SD-127,Union County,South Dakota,47.6,58.4,36.8,142.18,46055
2392,SD-129,Walworth County,South Dakota,43.6,54.9,32.3,96.59,46057
2393,SD-135,Yankton County,South Dakota,48,58.5,37.4,137.39,46059
2394,SD-137,Ziebach County,South Dakota,45.5,58.3,32.8,88.21,46061
2395,TN-001,Anderson County,Tennessee,58.3,68.6,48,332.83,46063
2396,TN-003,Bedford County,Tennessee,59.8,70.9,48.8,334.82,46065
2397,TN-005,Benton County,Tennessee,59.9,70.4,49.4,298.92,46067
2398,TN-007,Bledsoe County,Tennessee,58.1,67.9,48.4,353.77,46069
2399,TN-009,Blount County,Tennessee,58.9,69.4,48.4,327.49,46071
2400,TN-011,Bradley County,Tennessee,60.6,71.3,49.9,332.22,46073
2401,TN-013,Campbell County,Tennessee,56.3,66.5,46.1,335.12,46075
2402,TN-015,Cannon County,Tennessee,59.1,70,48.1,346.41,46077
2403,TN-017,Carroll County,Tennessee,59.8,70.2,49.4,314.34,46079
2404,TN-019,Carter County,Tennessee,54.7,65.7,43.7,287.35,46081
2405,TN-021,Cheatham County,Tennessee,59.9,70.6,49.1,294.29,46083
2406,TN-023,Chester County,Tennessee,60.5,71.6,49.4,331.44,46085
2407,TN-025,Claiborne County,Tennessee,55.9,66.6,45.3,305.01,46087
2408,TN-027,Clay County,Tennessee,58.7,69.8,47.7,325.24,46089
2409,TN-029,Cocke County,Tennessee,58.4,69.1,47.8,289.39,46091
2410,TN-031,Coffee County,Tennessee,58.8,69.7,47.9,355.37,46093
2411,TN-033,Crockett County,Tennessee,60.4,70.9,49.9,312.31,46095
2412,TN-035,Cumberland County,Tennessee,56.2,66.1,46.3,351.54,46097
2413,TN-037,Davidson County,Tennessee,60.2,71,49.5,302.4,46099
2414,TN-039,Decatur County,Tennessee,60.6,71.6,49.5,332.84,46101
2415,TN-041,DeKalb County,Tennessee,59.2,70.3,48.1,332.42,46102
2416,TN-043,Dickson County,Tennessee,59.2,70,48.4,303.77,46103
2417,TN-045,Dyer County,Tennessee,60.2,70,50.3,285.96,46105
2418,TN-047,Fayette County,Tennessee,61.3,71.9,50.8,313.49,46107
2419,TN-049,Fentress County,Tennessee,57,67.2,46.8,341.52,46109
2420,TN-051,Franklin County,Tennessee,59.5,69.9,49.1,382.64,46111
2421,TN-053,Gibson County,Tennessee,59.8,70.2,49.5,310.26,46113
2422,TN-055,Giles County,Tennessee,59.5,70.6,48.3,341.14,46115
2423,TN-057,Grainger County,Tennessee,57.8,68.6,46.9,287.97,46117
2424,TN-059,Greene County,Tennessee,58.2,69,47.4,271.07,46119
2425,TN-061,Grundy County,Tennessee,57.3,67.1,47.5,377.24,46121
2426,TN-063,Hamblen County,Tennessee,58.7,69.4,47.8,269.66,46123
2427,TN-065,Hamilton County,Tennessee,60.5,70.9,50.2,333.67,46125
2428,TN-067,Hancock County,Tennessee,56.7,67.5,46,293.41,46127
2429,TN-069,Hardeman County,Tennessee,60.9,71.7,50.1,324.44,46129
2430,TN-071,Hardin County,Tennessee,60.7,71.9,49.5,339.28,46135
2431,TN-073,Hawkins County,Tennessee,58,68.8,47.2,280.02,46137
2432,TN-075,Haywood County,Tennessee,60.9,71.4,50.4,306.79,47001
2433,TN-077,Henderson County,Tennessee,60.2,71.2,49.3,329.87,47003
2434,TN-079,Henry County,Tennessee,59.3,69.3,49.2,288.79,47005
2435,TN-081,Hickman County,Tennessee,59.4,70.5,48.4,332.4,47007
2436,TN-083,Houston County,Tennessee,59.4,69.8,49,301.98,47009
2437,TN-085,Humphreys County,Tennessee,59.6,70.3,48.9,311.4,47011
2438,TN-087,Jackson County,Tennessee,59,70.1,47.9,330.62,47013
2439,TN-089,Jefferson County,Tennessee,59.4,70.2,48.5,281.91,47015
2440,TN-091,Johnson County,Tennessee,53.3,64.1,42.5,292.06,47017
2441,TN-093,Knox County,Tennessee,59.5,70,48.9,313.26,47019
2442,TN-095,Lake County,Tennessee,59.6,69.3,49.9,282.4,47021
2443,TN-097,Lauderdale County,Tennessee,60.9,70.7,51.1,288.65,47023
2444,TN-099,Lawrence County,Tennessee,59.7,70.8,48.5,346.96,47025
2445,TN-101,Lewis County,Tennessee,59.4,70.4,48.4,350.62,47027
2446,TN-103,Lincoln County,Tennessee,59.9,70.8,48.9,362.02,47029
2447,TN-105,Loudon County,Tennessee,59.9,70.5,49.3,319.8,47031
2448,TN-107,McMinn County,Tennessee,60.3,71.2,49.5,337.23,47033
2449,TN-109,McNairy County,Tennessee,60.6,71.7,49.5,337.75,47035
2450,TN-111,Macon County,Tennessee,58.3,69.3,47.3,321.99,47037
2451,TN-113,Madison County,Tennessee,60.5,71.4,49.6,324.53,47039
2452,TN-115,Marion County,Tennessee,59.3,69.1,49.5,377.47,47041
2453,TN-117,Marshall County,Tennessee,59.8,70.9,48.6,338.69,47043
2454,TN-119,Maury County,Tennessee,59.6,70.9,48.4,325.78,47045
2455,TN-121,Meigs County,Tennessee,60.2,71,49.5,337.76,47047
2456,TN-123,Monroe County,Tennessee,59,69.8,48.1,341.91,47049
2457,TN-125,Montgomery County,Tennessee,59.7,70,49.4,294.11,47051
2458,TN-127,Moore County,Tennessee,59.6,70.5,48.8,364.08,47053
2459,TN-129,Morgan County,Tennessee,57.3,67.7,46.9,338.41,47055
2460,TN-131,Obion County,Tennessee,59,68.8,49.2,297.59,47057
2461,TN-133,Overton County,Tennessee,58.1,68.5,47.6,342.06,47059
2462,TN-135,Perry County,Tennessee,60.2,71.2,49.1,341.59,47061
2463,TN-137,Pickett County,Tennessee,58.3,68.7,47.8,332.62,47063
2464,TN-139,Polk County,Tennessee,59.4,70.3,48.5,347.32,47065
2465,TN-141,Putnam County,Tennessee,58.2,68.7,47.6,349.05,47067
2466,TN-143,Rhea County,Tennessee,59.2,69.3,49,348.27,47069
2467,TN-145,Roane County,Tennessee,59.6,70.1,49,326.53,47071
2468,TN-147,Robertson County,Tennessee,59.1,69.5,48.7,305.32,47073
2469,TN-149,Rutherford County,Tennessee,60,70.9,49,329.87,47075
2470,TN-151,Scott County,Tennessee,56.4,66.8,45.9,338.88,47077
2471,TN-153,Sequatchie County,Tennessee,58.2,67.8,48.6,357.58,47079
2472,TN-155,Sevier County,Tennessee,57.2,67.4,47.1,333.03,47081
2473,TN-157,Shelby County,Tennessee,62.1,72,52,312.66,47083
2474,TN-159,Smith County,Tennessee,59.2,70.3,48.1,319.31,47085
2475,TN-161,Stewart County,Tennessee,59.3,69.5,49.1,292.13,47087
2476,TN-163,Sullivan County,Tennessee,57.4,68.8,46,268.5,47089
2477,TN-165,Sumner County,Tennessee,59.1,69.8,48.3,311.73,47091
2478,TN-167,Tipton County,Tennessee,61.3,71.2,51.4,303.59,47093
2479,TN-169,Trousdale County,Tennessee,59.2,70.3,48.2,313.09,47095
2480,TN-171,Unicoi County,Tennessee,54.3,64.8,43.8,294.13,47097
2481,TN-173,Union County,Tennessee,57.5,68.2,46.7,307.28,47099
2482,TN-175,Van Buren County,Tennessee,57.8,67.7,48,346.97,47101
2483,TN-177,Warren County,Tennessee,58.8,69.7,47.9,350.26,47103
2484,TN-179,Washington County,Tennessee,57.6,69.1,46.2,268.93,47105
2485,TN-181,Wayne County,Tennessee,60.1,71.2,49,349.35,47107
2486,TN-183,Weakley County,Tennessee,59.2,69.3,49.1,292.82,47109
2487,TN-185,White County,Tennessee,58.3,68.8,47.8,346.59,47111
2488,TN-187,Williamson County,Tennessee,59.7,70.7,48.6,304.77,47113
2489,TN-189,Wilson County,Tennessee,59.6,70.5,48.8,320.95,47115
2490,TX-001,Anderson County,Texas,66.3,77.3,55.4,236.1,47117
2491,TX-003,Andrews County,Texas,63.8,77.9,49.7,65.75,47119
2492,TX-005,Angelina County,Texas,67.2,77.9,56.4,278.09,47121
2493,TX-007,Aransas County,Texas,72.5,80.2,64.9,190.46,47123
2494,TX-009,Archer County,Texas,64.3,76.8,51.8,156.09,47125
2495,TX-011,Armstrong County,Texas,60,73.8,46.2,96.44,47127
2496,TX-013,Atascosa County,Texas,71,82.5,59.5,127.6,47129
2497,TX-015,Austin County,Texas,69.8,80,59.5,226.65,47131
2498,TX-017,Bailey County,Texas,58.6,74,43.3,86.49,47133
2499,TX-019,Bandera County,Texas,67.7,79.5,55.9,134.74,47135
2500,TX-021,Bastrop County,Texas,69.2,80.3,58,194.76,47137
2501,TX-023,Baylor County,Texas,64.5,77,51.9,139.29,47139
2502,TX-025,Bee County,Texas,71.6,82.4,60.8,154.81,47141
2503,TX-027,Bell County,Texas,67.4,78.7,56.1,160.78,47143
2504,TX-029,Bexar County,Texas,69.8,81.2,58.4,140.34,47145
2505,TX-031,Blanco County,Texas,67.2,78.7,55.7,149.86,47147
2506,TX-033,Borden County,Texas,63.7,76.8,50.6,92.27,47149
2507,TX-035,Bosque County,Texas,66.3,77.6,54.9,174.37,47151
2508,TX-037,Bowie County,Texas,64.3,74.9,53.7,280.59,47153
2509,TX-039,Brazoria County,Texas,71.3,79.8,62.7,280.83,47155
2510,TX-041,Brazos County,Texas,68.3,79.1,57.5,216.33,47157
2511,TX-043,Brewster County,Texas,66.8,81.4,52.2,56.06,47159
2512,TX-045,Briscoe County,Texas,61,74.7,47.4,98.76,47161
2513,TX-047,Brooks County,Texas,74.6,85.8,63.3,119.62,47163
2514,TX-049,Brown County,Texas,65.7,78,53.4,131.47,47165
2515,TX-051,Burleson County,Texas,68.5,79.3,57.8,210.07,47167
2516,TX-053,Burnet County,Texas,67.1,78.6,55.6,150.31,47169
2517,TX-055,Caldwell County,Texas,69.6,81,58.1,171.26,47171
2518,TX-057,Calhoun County,Texas,72,80.1,64,211.3,47173
2519,TX-059,Callahan County,Texas,64.4,76.7,52.1,146.98,47175
2520,TX-061,Cameron County,Texas,75.5,84.8,66.3,139.5,47177
2521,TX-063,Camp County,Texas,64.8,75.6,54.1,245.04,47179
2522,TX-065,Carson County,Texas,59,73,45,97.71,47181
2523,TX-067,Cass County,Texas,64.6,75,54.2,277.82,47183
2524,TX-069,Castro County,Texas,58.1,72.6,43.6,92.15,47185
2525,TX-071,Chambers County,Texas,70.2,78.7,61.8,332.76,47187
2526,TX-073,Cherokee County,Texas,66.3,77,55.6,253.73,47189
2527,TX-075,Childress County,Texas,62.8,76.7,48.9,108.63,48001
2528,TX-077,Clay County,Texas,63.9,76.1,51.7,170.42,48003
2529,TX-079,Cochran County,Texas,59.5,74.9,44.2,76.18,48005
2530,TX-081,Coke County,Texas,65.2,78.3,52.2,108.01,48007
2531,TX-083,Coleman County,Texas,65.6,78.3,52.9,125.75,48009
2532,TX-085,Collin County,Texas,65.2,75.4,55,218.03,48011
2533,TX-087,Collingsworth County,Texas,61,74.8,47.2,111.62,48013
2534,TX-089,Colorado County,Texas,70.5,80.9,60,230.09,48015
2535,TX-091,Comal County,Texas,68.6,79.9,57.3,150.65,48017
2536,TX-093,Comanche County,Texas,65.6,77.8,53.3,148.17,48019
2537,TX-095,Concho County,Texas,65.7,78.4,52.9,120.84,48021
2538,TX-097,Cooke County,Texas,63.9,74.7,53.1,193.68,48023
2539,TX-099,Coryell County,Texas,66.6,78.3,54.8,162.31,48025
2540,TX-101,Cottle County,Texas,63.3,76.9,49.7,107.49,48027
2541,TX-103,Crane County,Texas,67.1,81.1,53.1,59.98,48029
2542,TX-105,Crockett County,Texas,66.3,79.1,53.6,82.9,48031
2543,TX-107,Crosby County,Texas,61.5,74.9,48.1,95.64,48033
2544,TX-109,Culberson County,Texas,63.6,78,49.3,49.99,48035
2545,TX-111,Dallam County,Texas,55.8,71.1,40.5,72.93,48037
2546,TX-113,Dallas County,Texas,66.5,76.9,56,212.19,48039
2547,TX-115,Dawson County,Texas,62.7,76.5,49,78.87,48041
2548,TX-117,Deaf Smith County,Texas,57.7,72.5,42.8,85.97,48043
2549,TX-119,Delta County,Texas,64.6,75.4,53.8,260.77,48045
2550,TX-121,Denton County,Texas,65.4,76.1,54.7,201.57,48047
2551,TX-123,DeWitt County,Texas,71.1,82,60.1,172.12,48049
2552,TX-125,Dickens County,Texas,62.8,76.2,49.5,105.98,48051
2553,TX-127,Dimmit County,Texas,72.4,84.6,60.2,93.19,48053
2554,TX-129,Donley County,Texas,60.3,74.1,46.5,106.21,48055
2555,TX-131,Duval County,Texas,73,84.4,61.7,113.05,48057
2556,TX-133,Eastland County,Texas,64.5,76.9,52.2,159.28,48059
2557,TX-135,Ector County,Texas,65.3,79,51.6,65.96,48061
2558,TX-137,Edwards County,Texas,66.7,78.7,54.6,111.75,48063
2559,TX-139,Ellis County,Texas,66.4,76.9,55.8,211.37,48065
2560,TX-141,El Paso County,Texas,65.6,79.9,51.2,43.76,48067
2561,TX-143,Erath County,Texas,65.6,77.5,53.7,165.24,48069
2562,TX-145,Falls County,Texas,67.1,78.3,55.9,195.41,48071
2563,TX-147,Fannin County,Texas,64.3,74.8,53.8,242.04,48073
2564,TX-149,Fayette County,Texas,69.7,80.5,58.9,210.79,48075
2565,TX-151,Fisher County,Texas,64.8,77.8,51.8,116.85,48077
2566,TX-153,Floyd County,Texas,60.1,73.7,46.6,94.66,48079
2567,TX-155,Foard County,Texas,63.8,77,50.7,117.45,48081
2568,TX-157,Fort Bend County,Texas,71.1,80.9,61.2,264.38,48083
2569,TX-159,Franklin County,Texas,64.7,75.7,53.7,250.96,48085
2570,TX-161,Freestone County,Texas,66.5,77.3,55.6,212.18,48087
2571,TX-163,Frio County,Texas,71.3,83.5,59,111.79,48089
2572,TX-165,Gaines County,Texas,62.2,76.5,47.9,66.3,48091
2573,TX-167,Galveston County,Texas,71.4,78.7,64.1,303.18,48093
2574,TX-169,Garza County,Texas,63.3,76.7,50,95.09,48095
2575,TX-171,Gillespie County,Texas,65.9,77.9,54,135.07,48097
2576,TX-173,Glasscock County,Texas,64.8,78.2,51.4,84.97,48099
2577,TX-175,Goliad County,Texas,71.5,82.4,60.7,167.95,48101
2578,TX-177,Gonzales County,Texas,70.3,81.5,59,167.11,48103
2579,TX-179,Gray County,Texas,59.2,72.7,45.6,109.89,48105
2580,TX-181,Grayson County,Texas,64.2,74.4,54,223.26,48107
2581,TX-183,Gregg County,Texas,65.4,76.3,54.5,253.03,48109
2582,TX-185,Grimes County,Texas,68.4,79,57.8,237.24,48111
2583,TX-187,Guadalupe County,Texas,69.7,81.2,58.2,161.49,48113
2584,TX-189,Hale County,Texas,59.7,73.9,45.4,86.5,48115
2585,TX-191,Hall County,Texas,62.3,76.4,48.3,104,48117
2586,TX-193,Hamilton County,Texas,65.8,77.9,53.8,147.1,48119
2587,TX-195,Hansford County,Texas,58.2,72.5,43.9,100.95,48121
2588,TX-197,Hardeman County,Texas,63.3,76.6,50,122.76,48123
2589,TX-199,Hardin County,Texas,68.4,78.9,57.9,355.85,48125
2590,TX-201,Harris County,Texas,70.6,80.4,60.8,290.86,48127
2591,TX-203,Harrison County,Texas,65.4,76.2,54.6,272.21,48129
2592,TX-205,Hartley County,Texas,56.9,71.9,41.8,78.22,48131
2593,TX-207,Haskell County,Texas,64.4,77.5,51.3,134.7,48133
2594,TX-209,Hays County,Texas,68.2,79.4,57,166.1,48135
2595,TX-211,Hemphill County,Texas,59,72.7,45.3,114.2,48137
2596,TX-213,Henderson County,Texas,65.7,76.6,54.9,228.6,48139
2597,TX-215,Hidalgo County,Texas,75.4,86.1,64.7,133.19,48141
2598,TX-217,Hill County,Texas,66.4,77.2,55.6,192.17,48143
2599,TX-219,Hockley County,Texas,60.3,75.2,45.5,78.58,48145
2600,TX-221,Hood County,Texas,65.9,77.4,54.3,182.74,48147
2601,TX-223,Hopkins County,Texas,64.8,75.6,54,250.6,48149
2602,TX-225,Houston County,Texas,66.7,77.4,56,252.86,48151
2603,TX-227,Howard County,Texas,64.4,77.5,51.2,90.16,48153
2604,TX-229,Hudspeth County,Texas,63.3,78.2,48.4,46.96,48155
2605,TX-231,Hunt County,Texas,65,75.4,54.5,231.55,48157
2606,TX-233,Hutchinson County,Texas,59.8,74,45.5,94.12,48159
2607,TX-235,Irion County,Texas,65.5,78.9,52.2,102.85,48161
2608,TX-237,Jack County,Texas,64.1,76.3,51.9,173.81,48163
2609,TX-239,Jackson County,Texas,71.4,81.2,61.6,212.79,48165
2610,TX-241,Jasper County,Texas,67.5,78.3,56.7,339.1,48167
2611,TX-243,Jeff Davis County,Texas,62.8,76.7,48.8,64.38,48169
2612,TX-245,Jefferson County,Texas,69.7,78.6,60.8,366.12,48171
2613,TX-247,Jim Hogg County,Texas,74.3,85.5,63,111.34,48173
2614,TX-249,Jim Wells County,Texas,73.4,84.6,62.3,124.26,48175
2615,TX-251,Johnson County,Texas,65.9,76.6,55.2,183.14,48177
2616,TX-253,Jones County,Texas,64.6,77.4,51.7,131.08,48179
2617,TX-255,Karnes County,Texas,70.8,82,59.6,157.82,48181
2618,TX-257,Kaufman County,Texas,65.7,76.4,55.1,209.25,48183
2619,TX-259,Kendall County,Texas,67.2,78.7,55.7,143.79,48185
2620,TX-261,Kenedy County,Texas,74.6,84.4,64.8,129.06,48187
2621,TX-263,Kent County,Texas,64.3,77.8,50.7,105.22,48189
2622,TX-265,Kerr County,Texas,65.9,78,53.8,130.4,48191
2623,TX-267,Kimble County,Texas,65.9,78.7,53,117.57,48193
2624,TX-269,King County,Texas,64.1,77.6,50.6,106.58,48195
2625,TX-271,Kinney County,Texas,70.1,82.2,58,102.61,48197
2626,TX-273,Kleberg County,Texas,74.3,83.8,64.7,119.13,48199
2627,TX-275,Knox County,Texas,64.4,77.5,51.3,119.87,48201
2628,TX-277,Lamar County,Texas,63.9,74.8,53,278.29,48203
2629,TX-279,Lamb County,Texas,59.1,74,44.1,85.65,48205
2630,TX-281,Lampasas County,Texas,66.4,78.3,54.5,151.12,48207
2631,TX-283,La Salle County,Texas,72.2,84,60.3,104.48,48209
2632,TX-285,Lavaca County,Texas,70.9,81.7,60.2,194.48,48211
2633,TX-287,Lee County,Texas,68.7,79.4,57.9,206.54,48213
2634,TX-289,Leon County,Texas,66.5,77.4,55.6,232.32,48215
2635,TX-291,Liberty County,Texas,69.4,79.6,59.2,326.7,48217
2636,TX-293,Limestone County,Texas,66.5,77.3,55.7,204.84,48219
2637,TX-295,Lipscomb County,Texas,58.1,71.9,44.3,115.9,48221
2638,TX-297,Live Oak County,Texas,71.8,82.9,60.8,134.62,48223
2639,TX-299,Llano County,Texas,67.4,79.6,55.2,136.77,48225
2640,TX-301,Loving County,Texas,66,81.3,50.7,47.96,48227
2641,TX-303,Lubbock County,Texas,61.2,75.4,47,86.82,48229
2642,TX-305,Lynn County,Texas,62,75.8,48.2,86.3,48231
2643,TX-307,McCulloch County,Texas,66.1,77.9,54.3,123.58,48233
2644,TX-309,McLennan County,Texas,66.9,78.1,55.7,183.95,48235
2645,TX-311,McMullen County,Texas,71.9,83.2,60.4,119.32,48237
2646,TX-313,Madison County,Texas,67.3,78.2,56.4,238.51,48239
2647,TX-315,Marion County,Texas,65.1,75.7,54.4,273.93,48241
2648,TX-317,Martin County,Texas,64.3,77.8,50.8,73.27,48243
2649,TX-319,Mason County,Texas,66.4,78.7,54,125.42,48245
2650,TX-321,Matagorda County,Texas,71.2,80,62.4,241.91,48247
2651,TX-323,Maverick County,Texas,72,84.3,59.6,88.06,48249
2652,TX-325,Medina County,Texas,70.1,82.4,57.9,128.35,48251
2653,TX-327,Menard County,Texas,65.4,78,52.8,124.04,48253
2654,TX-329,Midland County,Texas,65.6,79,52.2,72.16,48255
2655,TX-331,Milam County,Texas,67.9,78.9,56.8,192.61,48257
2656,TX-333,Mills County,Texas,65.8,77.9,53.7,135.38,48259
2657,TX-335,Mitchell County,Texas,65.1,78.3,51.8,102.13,48261
2658,TX-337,Montague County,Texas,63.8,75.2,52.4,175.32,48263
2659,TX-339,Montgomery County,Texas,69.4,79.7,59.1,281.05,48265
2660,TX-341,Moore County,Texas,58.5,73.1,44,85.64,48267
2661,TX-343,Morris County,Texas,64.6,75,54.2,256.59,48269
2662,TX-345,Motley County,Texas,62.3,75.8,48.7,102.42,48271
2663,TX-347,Nacogdoches County,Texas,66.5,77.1,55.9,267.92,48273
2664,TX-349,Navarro County,Texas,66.5,77.2,55.8,206.29,48275
2665,TX-351,Newton County,Texas,67.6,78.3,56.9,338.21,48277
2666,TX-353,Nolan County,Texas,64.4,76.9,51.9,120.73,48279
2667,TX-355,Nueces County,Texas,73.6,83.4,63.8,145.19,48281
2668,TX-357,Ochiltree County,Texas,58.3,72.1,44.4,112.05,48283
2669,TX-359,Oldham County,Texas,58.1,73,43.2,79.24,48285
2670,TX-361,Orange County,Texas,69.1,78.8,59.4,366.69,48287
2671,TX-363,Palo Pinto County,Texas,65.1,77.6,52.7,168.5,48289
2672,TX-365,Panola County,Texas,65.9,76.8,54.9,273.86,48291
2673,TX-367,Parker County,Texas,65.2,76.7,53.6,177.2,48293
2674,TX-369,Parmer County,Texas,58.1,73.1,43.1,91.38,48295
2675,TX-371,Pecos County,Texas,66,80,52,62.63,48297
2676,TX-373,Polk County,Texas,67.6,78.1,57.2,300.93,48299
2677,TX-375,Potter County,Texas,59.1,73.5,44.6,88.87,48301
2678,TX-377,Presidio County,Texas,66.1,80.8,51.5,54.21,48303
2679,TX-379,Rains County,Texas,65.1,75.8,54.3,241.45,48305
2680,TX-381,Randall County,Texas,58.5,72.7,44.3,91.45,48307
2681,TX-383,Reagan County,Texas,65.6,78.9,52.2,86.64,48309
2682,TX-385,Real County,Texas,66.9,78.7,55.1,119.68,48311
2683,TX-387,Red River County,Texas,64.1,75.1,53,283.64,48313
2684,TX-389,Reeves County,Texas,66.3,81.6,51,51.96,48315
2685,TX-391,Refugio County,Texas,72,81.6,62.4,187.52,48317
2686,TX-393,Roberts County,Texas,59.4,73.2,45.6,107.93,48319
2687,TX-395,Robertson County,Texas,67.3,78.1,56.4,208.92,48321
2688,TX-397,Rockwall County,Texas,65.6,75.9,55.3,205.01,48323
2689,TX-399,Runnels County,Texas,65,78.4,51.7,120.48,48325
2690,TX-401,Rusk County,Texas,65.8,76.6,55,254.42,48327
2691,TX-403,Sabine County,Texas,67,78,55.9,319.41,48329
2692,TX-405,San Augustine County,Texas,66.9,77.8,55.9,303.62,48331
2693,TX-407,San Jacinto County,Texas,68.2,78.5,58,293.93,48333
2694,TX-409,San Patricio County,Texas,72.6,82,63.1,165.49,48335
2695,TX-411,San Saba County,Texas,66.6,78.5,54.7,136.87,48337
2696,TX-413,Schleicher County,Texas,65.2,78.2,52.3,114.72,48339
2697,TX-415,Scurry County,Texas,64.2,77.1,51.3,104.66,48341
2698,TX-417,Shackelford County,Texas,64.7,77.1,52.3,146.53,48343
2699,TX-419,Shelby County,Texas,66,76.9,55.1,294.88,48345
2700,TX-421,Sherman County,Texas,57.5,72.3,42.7,82.83,48347
2701,TX-423,Smith County,Texas,65.5,76.5,54.4,249.15,48349
2702,TX-425,Somervell County,Texas,66.1,77.4,54.8,194.39,48351
2703,TX-427,Starr County,Texas,75.3,86.6,63.9,115.48,48353
2704,TX-429,Stephens County,Texas,64.5,77.2,51.8,157.58,48355
2705,TX-431,Sterling County,Texas,65,78.1,51.9,95.51,48357
2706,TX-433,Stonewall County,Texas,64.5,77.9,51.1,120.5,48359
2707,TX-435,Sutton County,Texas,65.9,78.6,53.3,105.02,48361
2708,TX-437,Swisher County,Texas,58.9,72.9,45,92.1,48363
2709,TX-439,Tarrant County,Texas,66.1,76.8,55.4,186.45,48365
2710,TX-441,Taylor County,Texas,64.3,77,51.6,133.13,48367
2711,TX-443,Terrell County,Texas,67.6,80.9,54.2,66.53,48369
2712,TX-445,Terry County,Texas,61.3,75.8,46.9,74.3,48371
2713,TX-447,Throckmorton County,Texas,64.5,77.2,51.8,145.72,48373
2714,TX-449,Titus County,Texas,64.7,75.5,53.9,252.85,48375
2715,TX-451,Tom Green County,Texas,65.7,78.9,52.4,113.28,48377
